,userName,content,score,manualSentimentLabel
32030,Putri Wulandari,"bagus , tetapi unduhan suratnya bacanya gak tuntas , seperti di skip skip jadi dengernya kurang enak",3,1
32102,A Google user,Cannot download with wifi,1,0
32135,Salma Putri,bisa ditambahkan asmaul husna supaya lebih bagus lagi.,3,1
32140,Noona NH,Better the old version. Easy when i need to repeat one surah only,2,0
32159,The Deen,"PROS: Transliteration-nya versi Indo, bukan inter'l....CONS: 1) Sayang skali tidak ada tajwid warna-nya; 2) file audio nya besar bgt; 3) Di awal surat, kadang diawali bismillah kadang tidak, aneh!",3,0
32171,A Google user,I like this app.so usefull...,3,1
32209,??Isun,bagus tapi pengulangan dalam murotal terlalu ribet . kalaau dulu sudah di downlod ayat akan terus murotal . sekaraang malah ribet banget . terlalu makan banyak waktu untuk mengerti . mohon dipertimbangkan lagi,3,1
32251,FZL,Yyy,1,0
32290,A Google user,"Terdapat tanda bacaan yang hilang, mohon kepada developer untuk di perbaiki, agar tidak terjadi kesalahan ketika membaca. Contoh surat Ali Imran ayat 177. Pada app ini bertulis syai an, di Al-Qur'an syai aa. Mohon diperbaiki. Terima kasih wassalam",3,0
32328,sohel boss,Menerut sudut pandang saya KURANG SEDAP AZ KALO MAU BUKA KITAB SUCI TERUS MASIH NGELIAT IKLAN..TOLONG DIBENAHI AZ.,3,0
32356,Azis Sapu angin,Good,3,1
32385,A Google user,Kenapa setelah diperbaharui ayatnya ada yg ketuker tuker yh?? Tolong diperbaiki lagi,1,0
32405,royhan samsuri,Good reading,1,1
32448,Nada,bacaan suratnya ada yang kepotong-potong :(,3,0
32585,A Google user,Bagus mudah di mengeri,3,1
32608,Ratu Citra,Cant download surah..,1,0
32612,????? ?????????,Kritik dan Saran untuk tidak mendownloadnya kalau bisa langsung di play jd tidak terlalu buang2 kuota. Trims,3,0
32616,Tri Wibowo,"masukan dari saya agar dipermudah untuk pencarian surat, sulit menemukan surat harus di scroll pelan2 secara manual. Terima Kasih",3,0
32687,Tito Syamsu Rizky,"Tidak bisa untuk melakukan Pencarian mas diketik An-Naml malah gk muncul, semoga segera diperbaiki dan kdang muncul dengan keyword yg bahkan tidak mendekati dengan kata2. akan saya review untuk fixnya thx app nya :)  New Review :ini app nya jdi kyk player ya mas? tpi klo bisa ada feature closenya ya",2,0
32694,Anuar Bin Abu Samah,Audio not in good health while the rest is very good,3,0
32705,A Google user,Semoga bermangpaat amiin,3,1
32717,Gaung Ramadhan,Fitur pencarian kurang lenkap,1,0
32743,PaNyng Diyah,"Saya suka app ini krn sangat membantu apalagi jika kita sdg berpergian, namun sayangnya setelah update terakhir jadi sering mati tanpa sebab, tolg dong di fix in lagi ??",3,1
32764,Tsu Hendy,Di Update malah arah kiblat nya jadi ngaco gini. Padahal update sebelumnya arah kiblat sudah pas.,3,0
32767,kuzcoes,"Habis diupdate makin parah audio murotal menghilang n hang, direstar bunyi beberapa menit eh mati lagi, mending coba app sebelah",2,0
32812,Ghifara Prayudha,"Quran dan fitur fitur nya sudah bagus sekali, all in one app lah. Tapi ikannya kadang inappropriate, pernah ada sepasang kekasih pakai baju renang. Mohon di koreksi iklannya, atau bisa tambah fitur remove ads berbayar",3,1
32834,Erdirgantara Maulana,Good,3,1
32927,Denny Yuniar,"Saya pemakai vivo y53, waktu sholat tiba tdk ada notifikasi & adzan, padahal sdh saya ikuti semua petunjuknya... Mohon diperbaiki lg bugnya.",3,0
33043,Irfan Marzuki,Thats scroll,1,0
33127,Ziu Zhang,Tambahkan doa-doa (setelah shalat wajib dan doa yg sesuai sunnah),3,0
33190,7E Aqeela Khumaira Hardian,I think this app is ok i guess,1,1
33379,sephia mn,sangat membantu min Tapi ngilangin iklan harus berdonasi yah iklan sangat mengganggu,3,1
33510,A Google user,This is the first time....,3,0
33516,maher namanya,"Tolong perbaiki tanggal ramadhan, hari ini 28 juni itu seharusnya 4 syawal, bukan 3 syawal",3,0
33633,dyan raditya helmi,"Awalnya bagus bgt ini aplikasi, tp dipake sekitar1-2 jam tiba2 diem dan bbrp ayat gak mau jalan murotalnya. Kalo di uninstall baru normal lagi. Dan kalo telp masuk aplikasi gak berhenti alias murotal jalan terus.",3,1
33648,A Google user,Hai developer dan quality assurance ! Tolong kalian lebih teliti utk translasinya. Mhon perbaiki Az zumar ayat 1 .. dmn kalian menterjemahkam Aziiz sbagai maha mulia. Seharusnya Maha Perkasa. jhazakallahu khair. afwan,3,0
33675,Meisya Putri,"Masukaan yaa pengembang, klo bisa ada tanda halaman yg sama dg al-quran, jdi tau kita udh baca brp halaman, over all good..",3,1
33726,Naufal Afif,The scroll features is really annoying,1,0
33783,Firman Abu Azkiya,I just wanna try.... 5 star if this work properly,3,0
33811,Teguh Sakura,"aplikasi nya bagus karena ada Arah kiblat dan jadwal sholat, tapi..... huruf arab tidak bisa di besarkan dan akan lebih baik jika ada tajweed berwarna, untuk sementara saya uninstall dan coba aplikasi yg lain",2,1
33823,Bobby Chandra Saputra,Kok ada iklan aplikasi Bible ya? Mohon di pertimbangkan.,3,0
33862,Chika Riska,Good app,3,1
33910,Eva Rahadiani,Useful  I just wish for the next this Quran app could show tajwid mark by different color on the arabic text,3,1
33950,Anief Ferdianto,Ini pasti puunya alumnus 212,1,0
33980,Ardhanari Wulansih,"Aplikasinya ok, yang saya suka ada terjemahan per kata. Tp kok versi audionya tidak dapat diunduh dengan keterangan server murrotal tidak merespon.. tolong diperbaiki dong.. kan sayang sekali",3,1
33986,A Google user,Please make it in English language... ?,3,1
33989,kal2viking gtboom,Nandikaperuma,3,0
34016,A Google user,Yeeaay alhamdulillah,3,1
34072,A Google user,"Saya sangat berterima kasih kpd pengembang aplikasi...  Sedikit masukan dr saya,  klo bisa cobalah untuk membuat pintasan langsung ke surah dan ayatnya. Jd pengguna tdk kerepotan saat mencari langsung ayat dan surat yg akan dituju... Terima kasih",3,1
34081,Jeanu Kevven,Please place text ads instead of video ads.,3,0
34106,Reski Alam Raenaldy,"Untuk rekaman suara Mishary Rashid Alafasy pada surah An-Naba, mohon di ganti ke yg lebih baik... Terima kasih",3,0
34186,Ricky A,Mohon ada tambahan matikan fitur scroll dari halaman sebelah kiri. Saat sedang baca lalu jempol kiri secara tidak sengaja sentuh bagian kiri surat maka app langsung pindah halaman jauh sekali saya sampai bingung saya tadi lagi baca ayat berapa karena saking jauhnya halaman skip.,3,0
34237,Grayg,Ada beberapa permulaan juz yg tidak sama dengan yg ada al quran. Cth juz 20 pada alquran dimulai dengan surah an-naml 56 tapi pada aplikasi dimulai surah an-naml 60,2,0
34293,AKum Setiadi,Jikalau bisa Tampilan Iklan diPerkecil sblm Donasi,3,0
34337,ambar lestari,Surat Al Baqarah ayat 54 utk tulisan arab dan latinnya tidak sesuai. Mooh diperbaiki segera. Terima kasih.,3,0
34377,Kadakina Yinca,Kasi 4 bintang ya ...,3,0
34430,Abdul Rachman,Very good,3,1
34492,Fendi Ahmad,I can't install it on my Jelly bean android device. Please make it fit for android Jelly bean. I really need it :'(,1,0
34637,Azzah Hasnaa Haniifah,"Aplikasi ini bisa membantu orang yg kebutuhan khusus , jd bisa mendengar lewat audio",1,1
34645,fitriyan azhari,Aplikasi paling keren..... waktu sholaynya pas Adzannya keren. Baca Alqurannya juga keren. tapi kalau bias. pas adzan suara yg lainnya di hp bisa di pause sejenak. misalkan pas olay musik. ketika masuk adzan musiknya berhenti sejenak. hanya ada suara adzan gitu.,3,1
34677,ngznz,Islam KTP United! Religion of Peace? We'll see. :),3,0
34682,Galih Candra,Suara kadang keras kadang pelan. Jadi ga enak didengernya,3,0
34796,tiara,Ketika saya hendak download murrotal aplikasinya menjadi tidak merespon...bagaimana solusinya ya?,2,0
34797,A Google user,I can't share with the text,2,0
34867,Yasser Alkatiri,Setelah update versi terakhir smua bookmark hilang.. Parah,2,0
34905,ahmad jh,"afwan klo boleh usul tinggal di search menunya aja masih kurang greget, nyari satu kosakata kadang ngga semua ketemu, mudah2an tanpa kita nambahin imbuhan kata disatu kosakata tetep bisa ketemu, dan mudah2an kedepannya kita bisa pake search menunya pake bhsa arab latinya .. jazakallah khoir, mudah2an allah memberikan keberkahan buat sang creator.. aamiin",3,0
35053,BaekmuktiHalil Halimin,Ada kelainan di app ini sebab sudah ku audio kan download ternyata trhapus tk dapat lagi di download audio nya,1,0
35075,Hervidia P,"Setelah update folder pemyimpanan audio tidak bisa dipindah ke SD ram, sebuah kemunduran. Internal memory jadi penuh.",3,0
35128,A Google user,Tolong segera perbaiki. Ada beberapa ayat yg tidak sesui penulisan hurufnya.,1,0
35163,Wiji Anto,Artinya kok gak sesuai sama kitab alquran terjemahan yg aslinya.mohon di perbaiki lagi,1,0
35291,SOLI CHIN,Lebih baik beli dari pada ada add nya. Harap di beri versi yg beli agar tidak ada iklannya. Iklan sangat menyebalkan.  Bila tidak ada iklan saya beri *5,1,0
35292,chalimi rosyid,"Overall nice, just dislike the advertising, would give 5 star if no iklan iklan, oh iya waqof nya banyak yg beda dari cetakan, tolong dicek ulang",3,1
35327,Joy Saputra,Saya menemukan perbedaan di aplikasi al qur'an  setelah saya samakan dengan alquran asli..not recommended.,1,0
35436,miss dope21,"Alhamdulillah..i found this app very useful, helpful and easy to use.but sometime it stopped suddenly and i cant open it. so i tried uninstall and reinstall again.. but the problem keep coming. i dunno why, please to resolve it soom sir.. syukron.",3,1
35479,Adiba Khairu Amala Thoyah,Good,3,1
35527,Andika Pratama,Tolong dong itu tombol scrollnya terlalu mepet layar kiri jadi agak susah buat scroll ke bawa. Geser kekanan beberapa mili lagi. Kalo udah difix ane kasih 5 stars,3,0
35593,Egy Ghaffar F,Warnanya lebih islami yang sebelumnya warna hijau,3,0
35618,Miadji Rahardjowibowo,"Banyak ayat yg salah tulis setidaknya di surat Hud dan Nahl, ayat salah tapi terjemahannya betul. Tidak ada usaha utk diperbaiki...",1,0
35661,Kotakpos Mailbox,Lebih bagus versi sebelum nya Yg sekarang force close kalau update terpaksa clear data... Baru bisa.... Download audio nya suara nya kayak di potong di akhir..jd ga merdu (semua nya),1,0
35711,Ratih SHasanudin,Bad writing translation of the Surah,1,0
35759,Irsyad Fadhilah,kasih tajwid berwarna dong :(,2,0
35838,Gunardi Nurkamal,"Bagus, sayang iklannya sering tidak sesuai",3,1
35868,Jae Lani,"Not bad, klo boleh saran tambahin kalender islam sprti puasa sunnah dll yg sesuai syar'i. Biar tambah ok lg...",3,1
35875,holy oktora,The best apps,3,1
36154,Life in another universe,Tidak bisa download murrotal setelah update,3,0
36224,adri ant,acceptable,3,1
36232,Sarahkuai,"walaupun ini applikasinya sangat bagus, tapi ada kekurangan dalam kompas arah kiblat. arah kiblat selalu pindah pindah. Harap diperbaiki ya ??",3,1
36256,Ridho Kahfi Saputra,"Suara adzan di pengingat shalat tidak selalu aktif, di merk hp OPPO. Pencarian surat tolong update, tambahkan tombol search, agar lebih mudah. Terimakasih",3,0
36337,Muhaimi,Notifikasi adzan kadang bunyi kadang tidak.,3,0
36348,A Google user,Susah banget pencariaanya,2,0
36358,Arco Devara,"Bagus sejauh ini,",3,1
36384,Iyus Fukayna,"Assalamu'alaikum.. D versi 2.5.95 ini app sering mengalami crash sewaktu memilih surah, mendownload suara murotal, memindahkan lokasi download suara, juga pada saat menambah bookmark dan saat menandai terakhir baca. Itu cukup mengganggu bagi saya.. Maka dari itu, saya kembali k versi 2.5.94 yg sudah sy backup dan masalah diatas tidak terjadi lagi.. Tolong d perbaiki di versi selanjutnya. Ini app yg bermanfaat, semoga terus menambah berkah.. Wassalamu'alaikum..",3,1
36505,• JAEMINATION •,UNINSTALL! NOTIFIKASI ADZAN TIDAK MUNCUL,1,0
36507,jundan abdurrahman,"saya ingin melaporkan Qs. al-baqarah ayat 19 potongan terakhir ""allah meliputi orang-orang yang kafir"" penafsiran tersebut membuat saya salah memeahami. mohon di tindak lanjuti",3,0
36698,Baby Hani,Good,3,1
36718,Kumpulan Hikmah,"Syukron, jazakallahu khoiron",3,1
36722,Jishan Ansari,Jisan,2,0
36728,fadli rahman,Penulisan tanda bacanya banyak yg berbeda dgn alquran lainnya. Contoh : Al-Baqarah ayat 26  Coba di cek lg admin. Karna salah baca salah arti. Trima kasih,1,0
36732,ilhami coco,Terjemahannya masih banyak yang keliru,2,0
36759,Widji Santoso,"Indonesian translation is so confusing. This book is used to guide human beings, not confusing them.",2,0
36814,Neni Danila,very helpfull and easy to use ?? alhamdulillah,3,1
36816,Zoel Naoved,"Need more improvement..frequently when read verses it back to top of verses, may you check it how to solve so that user feel comfortable using this one. I Appreciate your best effort, keep improve it.",3,0
36874,Widya Winda Asih,Ini serius jadwal sholat ashar di Balikpapan jam 16.51 wita? Sedangkan adzan ashar tadi sekitar jam 15.33 wita... kenapa bisa lambat 1 jam lebih?,2,0
37025,Fakhri Azhari,Improve the UI design,3,0
37079,A Google user,Bagaimana cara mencari kata yang ingin dilihat? Seperti search kata. Nuwun,1,0
37123,benni es,"Good and helpful,but it's drains battery too much...",3,1
37150,wahyu maulana endris,"Bagus, tp setelah update ke versi baru, notifikasi adzan nya ko jd ngga berfungsi ya?",3,1
37174,okta oktasas,"the nitification of prayer time doesnt show, even when i just update the app... :(",3,0
37239,ahmad syarif,"Sebenarnya ini aplikasi alquran yang terbaik yang pernah saya temui, tetapi terdapat kesalahan tanda baca seperti albaqarah 256 setelah la iqra hafiddin itu tanda baca qaf (berhenti), bukan lam (tidak boleh berhenti). Ini hanya salah satu, masih banyak kesalahan tanda baca lainnya. Mohon diperbaiki, karena kalau pengguna aplikasi ini salah membaca, anda juga yang akan menanggung dosanya. Terima kasih",3,1
37303,King Badik,Bagus baget. Sedikit pembenahan tentang fontx... ada yg terpisah penulisanya. Misal ?????? tertulis ?? ????,3,1
37393,Dina Oktarina,"lengkap, pokoknya ok lah insya Allah bisa bermanfaat buat semuanya, amin",3,1
37396,A Google user,Thanks again,3,1
37434,Bakohyusron,Iklan nya besar2 jadi  keganggu,3,0
37444,Satria 97,Bermanfaat,3,1
37464,Tarinta Gracialla P.,usefull app & easy to use but always gave notification about this app is using a lot off battery even i didn't use it,3,1
37483,A Google user,Barokalloh,2,1
37519,Ami Ridho,Top,2,1
37530,Ujang Karang,Alhamdulillah terimakasih mas Andi Unpam,1,1
37543,alan putra,Sangat membantu,3,1
37577,Ganjar Ikhsan Hakim,mohon diperbaiki untuk jadwal adzannya sedikit bermasalah,2,0
37625,nur abib,Sangat membantu,2,1
37632,yutaka ozaki,thank you,3,1
37658,Alydrus El_Ghifari,bagus,3,1
37661,Ismail Kasim,"Masih belum ada perobahan mengenai jadual sholat sejak saya update ke lollipop, kadang aktip kadang tidak mohon perbaikan. Salam, Ismail Kasim.",3,0
37718,mahaboob shaik,Read every day,1,1
37739,Shabana Ahmed,Quran kamim,1,1
37766,Nuvy Lives,Kadang g adzan pas wktu sholat,3,0
37785,Jaka Hidayat,"I learning one surah, but no chosen for repeat surah always move next surah after finish learning",3,0
37789,vivin dwiana putri,Aplikasinya bagus dan sangat membantu. Tetapi kenapa suara azannya sering tidak muncul. Pdhl saya selalu update programnya,3,1
37812,Wahyu Ningsih,Kirain setelah update lebih bagus....tpi ko mlah putus2...blm hbis baca kembali keawl halaman lagi...lebih bagus sebelum update.....,3,0
37839,Its HaikalPgb,Fix it,3,0
37883,Varian Fahmi,Notifikasi jadwal shalat ngk bisa nih...,3,0
37910,kethit ndableg,Kadang jadwal sholatnya tidak sesuai,3,0
37989,chaerul amm,Nice app,3,1
38061,luki subandi,"The different betwen utsmani and asia style of writting not essentialy on the hurf. But on the harokat. When the harokat represent the tajwid rule. So the reader get it easier when reading quran with utsmani style of writting. Becouse they not need to think is this the ikhfa, is that a idgham is that a iqlab, idzhar etc. Becouse the harokat already give you sign how to read it.",1,0
38062,Muhammad Rusdianto,"Aplikasi keren. Tp mohon diperbaiki, alarm adzan lebih sering tidak berfungsi. Syukron.",2,1
38092,Reza Aziza,Ok,3,1
38094,Grosir Fashion Muslim Grosir Jilbab,Its simple to practice everywhere,3,1
38126,ayleys 2,Cool,3,1
38148,A Google user,I love u,1,1
38160,A Google user,It gives me all the solutions of any problem,1,1
38191,Mahdi Baadillah,"Perbaiki translate Al Imran ayat 84, itu tidak sesuai",1,0
38195,Muhammad Mudrik,"Aplikasinya bagus, namun saya sering sekali mendapat notifikasi yang menyatakan aplikasi ini memakan banyak daya baterai. Saya mohon agar diperbaiki secepatnya.",2,1
38234,Nira Puspita,Unpam? Universitas Pamulang kah?,3,0
38254,andi w,Ok,3,1
38267,Heru Hartanto,Fery goud,1,1
38378,Septi Mia,Saya lihat ada tanda baca yang salah pada surah Yunus ayat 98. Mohon segera diperbaiki. Terimakasih,3,0
38437,Puja Hindrawan,"Force closed di Samsung Galaxy Tab A 8.0 Lollipop, please fix it.",1,0
38459,suheb hashi,4455,2,0
38487,Totok Pramono,"Assalamualaikum. Cuma mau kasih saran, gimana kalau qori otomatis gantian. Seharusnya waktu dowload surah ada pilihan qori, jadi tingkatkan lagi kreatifitasnya.",3,0
38496,Rizal Sadjar,"Terima kasih atas iklannya, sekarang saya merasa terganggu sekali dengan iklannya semenjak di update. Makasih ya makasih banyak",1,0
38514,Muhammad Zacky,Adzan nya gak ada suaranya tiap x masuk waktu sholat,2,0
38608,Hadi Ubaidillah,Tolong benerin terjemahan surat al-maidah ayat 51,2,0
38613,A Google user,Awal install pertama kali ini aplikasi selalu tepat wktu mengingatkan waktu sholat. Namun setelah beberapa kali update kok malah fitur adzan semakin ga ada. Bahkan update terbaru mengatakan ada pembaruan notif adzan pada device yg ga keluar notif. Dan sampai sekarang notif itu tetap ga ada meskipun sudah saya reinstall dan aplikasi sedang running. Mohon perbaikannya ya..,2,0
38678,santi susanti,Lama banget donlodnya,1,0
38701,Ono Wae,Aplikasi yang bagus..mohon ditambahkan notifikasi waktu shalat berupa takbir,3,1
38711,suwandi Rayan,Josssss,2,1
38792,jse averoes,"Afwan..admin mohon di check QS. Al an'am ayat 125 terjemahannya ""..niscaya Dia membukakan dadanya ....""krn ana baca diterjemahan yg lain "" .....niscaya Dia akan melapangkan dadanya""...",3,0
38796,Ilham Suryadi,tambahin hadis mungkin tambah bagus,1,0
38882,Ry 22,Tingkatkan,3,1
38914,andriansyah Andriansyah,Ga ketemu,1,0
38964,Lasmini Bunga,Bagus..,2,1
38968,Tian Andika,Ngaco. Beda.,1,0
39024,Siti Isnaeni Asaroh,Kenapa update terus ya ?,3,0
39035,Go Massage Jakarta,"Lebih afdhol d buat versi Al.Qur'an sebenar nya "" Sliding Page "".. & tambah kan "" search surat + ayat "" biar perfect gtu lho..",3,0
39082,Dita Amanda,"Notifikasi azan tidak muncul, dan mati pada android kitkat ini sudah kali ketiga",1,0
39085,Yenny Elang,"Iklannya di ilangin dong. Bikin tampilan jd jelek,n ganggu banget. Ga kaya dulu tanpa iklan.",2,0
39106,aji pangestu,Semakin dimudahkan,3,1
39124,Sandi Prastanto,"Aplikasinya bagus, hanya perlu fitur zoom in, jadi lebih mudah membaca Quran",3,1
39132,Chaidir Abdurahman,tamam,1,0
39134,Adhitya Ibnu Syina,Swangar rek,1,1
39167,A Google user,MashAllah very nice!'::'??,1,1
39181,Tanpanama Aja,The view isn't good enough.,1,0
39285,Fisika Asyik,"Udah lumayan bagus TAPI saya harap Tombol scroll cepat di sebelah kiri dihilangkan,soalnya suka kescroll pas lagi ngaji ngeganggu banget",2,1
39295,A Google user,Sangat bgus .,1,1
39315,Muhammad Auliya Fahmi,"Assalamualaikum. Alarm pengingat sholat ga pernah work. Device asus zenfone 2 laser, marshmallow. Tolong perbaiki soalnya berguna banget pengingat sholat",3,0
39331,A Google user,Mantap,3,1
39354,Yaumul Robbi Fakhri,Notif azan di asus zenfone 2 laser tdk keluar. Bagaimana caranya biar notif azannya aktif?,3,0
39367,Sendi Arta Gumelar,ada beberapa surat yg tidak ada latinnya.. contoh surat Al Kahfi. Harap segera perbaiki.,3,0
39414,Baskara Putranto,Please delete adv,1,0
39427,ricky syahrial,"Al A'raf 16 : ...karena ENGKAU TELAH MENYESATKAN AKU....  Seharusnya : karena ENGKAU TELAH MENGHUKUM AKU TERSESAT....  Beda terjemahan , beda penafsiran. Allah bukan menyesatkan, tapi iblis menyesatkan dirinya sendiri.  Harap di koreksi.",2,0
39442,A Google user,"Sebagian ayat di surat ar rahman berbeda.   ''fabiayyi alaaa i rabbikuma tukadzzibaaan''  Tolong chek dg teliti saudara2 muslim smua, cocokkan dg alqur'an yg anda miliki",1,0
39456,A Google user,Sangat Membantu,1,1
39463,Teruna Ladon,Thanks ..verry nice and very goods.,3,1
39546,nanda agung,"Malah ilang alarm Adzan, setelah upgrade ???? tolong direspon",1,0
39567,A Google user,Notif azannya tidak aktif,3,0
39575,Faizal Ansyori,bagus...smg berkah manfaat utk semua,3,1
39611,Mujiono Ajie Minarso,Notif azannya...ga on...,3,0
39659,Edy Saputro,Cara save murottal ke sdcard ext koq gk ada ya?jadi beban di internal langsung full,2,0
39732,Lisa Rahmawati,Notification jadwal sholat gak berfungsi padahal udah diaktifin notifnya..tolong solusinya,3,0
39758,Susilo ST,"Saya mencoba download audio tetepi gagal terus, dg pesan server sibuk, diminta coba beberapa jam lagi. Tapi sama saja tetep sibuk...",2,0
39773,nia kurnia,"assalamualaikum wr. wb.                          mau bertanya, bisa atau tidak download audionya langsung semua tanpa harus meng klik tombol download satu persatu disetiap suratnya?",3,0
39793,iwa marully,Gratis. Mudah. Lumayan lengkap fiturnya. Ngga bgtu keganggu iklan. Mudah2an jariah panjang. Amiiiin,3,1
39815,Nurul Hamidah,"Over all it's good app.. All in one from Quran, sholat reminder, hijriah calendar but unfortunately for qiblat compass doesn't work.. Please kindly fix it.. So i don't have to install another app.. Thank you",3,1
39816,ana fauziah,Alhamdulilah memuaskan,3,1
39862,Helmi Naufal,Cara terjemahan perkatanya bagaimana?,3,0
39863,Anas Fauzi,Suka..,2,1
39883,Fahmi Fauzan,Pas mau di buka muncul pesan eror al quran has stpoped,3,0
39897,dinta rd33,Kenapa ya kok aplikasinya ga bisa di download?,2,0
39900,A Google user,That's great,3,1
39914,Chanifuddin Fanani,tidak bisa download audio,3,0
39972,RICHI RISMAWAN,"Assalamu'alaikum, saat saya mmbuka surat al-waqiah (56) saya menemukan ketidak sesuaian antara huruf laten dan arabnya, latennya sesuai dengan ayat yg seharusnya, tetapi tidak dengan tulisan arabnya, mohon segera ditindak lanjuti, terimakasih",1,0
39984,Meika Agr,Kenapa engga ada suara azan ketika hape dalam keadaan on tapi tidak digunakan?,3,0
40056,hasanpurbaya17mh,Kitab Suci,3,0
40058,Realm,sangat disayangkan dari ayat 1 ke ayat selanjutnya patah-patah,3,0
40086,Adrian Loesi,I'm looking forward your next version,3,1
40113,Murdiani Sulistyoarti,"Merk HP kami Huawei Honor 3C Lite, setelah melakukan screenshot (tekan bersamaan tombol volume - & tombol power), semua suara adzan ketika masuk waktu solat tidak muncul.  Semoga ada pembenahan system, semangat team developer.. :D",3,0
40125,Nandya Hanita,Why i cant download without wifi???,3,0
40130,Abu Emir Abdulaziz,Kesalahan kedua yang saya laporkan. Yg pertama udah di follow up. Coba cek ulang. Fatal akhi dosanya. Mending aplikasi antum diperiksa dulu oleh org yg berilmu.,1,0
40131,Lutfi Bajuber,??,1,1
40149,A Google user,notifikasi adzan koq gag muncul ya ?? padahal sudah saya centang force untuk lolipop. smartphone saya menggunakan ver Lolipop 5.1.1. mohon bantuannya,2,0
40157,Jonaedi Armi,Good,3,1
40180,Natsume Kiyoshi,Suara adzan tidak aktif padahal force untuk lollipop udah saya aktifkan - Device Asus Zenfone 2 ZE551ML,3,0
40213,gilang roseno Wibowo,Oke,3,1
40215,Bicky Perdana,"Terus menerus meminta untuk copy murottal ke SD card. Pop up tsb terus muncul walau sudah 100% ter copy. Alhasil app tidak bisa digunakan. Fix it please, then i'll restore the 5 stars! Thx.",1,0
40224,MUHAMMAD IQBAL,Eror saat mementukan arah kiblat tolong perbaiki makasih,3,0
40278,A Google user,Masih agak terbata bata saat diplay,3,0
40288,Atikah Nur,Great Job,3,1
40296,Viben Rievondelka,Kiblat nya kurang akurat,3,0
40362,Yusuf Paspal,"Ini kenapa tiap saya play audio, suka gapernah beres... kadang berenti ditengah tengah surat? Terus kemaren saya download semua audio, eh taunya ga kedownload, terus yg udh di download juga ilang semua (dan harus download ulang) gimana nih????",3,0
40456,Waekeng Sipit,"Tolong di perbaiki aplikasinya,tidak bisa membaca Al Qur'an.",1,0
40481,Muhammad Hafidh,"setelah update terakhir ini knp saat waktu solat tidak jalan, saya menggunakan Android 5.0 dan sudah ceklis utk setting khusus di 5.0 tp tetap saja tidak azan saat waktunya tiba.",1,0
40495,bambang setyawan,"setelah update terakhir malah ga bisa adzan meski sudah di centang di push notif di redmi 3 ku, oz lolipop",3,0
40496,Arief Subagio,"Aplikasi nya bagus, desainya juga bagus, lengkap... namun terakhir ini setelah update yg terakhir notifikasi/suara azan tidak berfungsi sama seklali dr subuh sampai isya... mohon respon nya . terima kasih",3,1
40501,Jovie Stevon,Alarm suara adzan untuk jadwal sholat belum bisa kok min?!,2,0
40505,rukhiyati upie,"sebenarnya suka sma app ini, tp setlh upgrade dan reinstall notif adzannya knp jd hilang yah. Tlg diperbaaiki yah. Terimakssih",3,1
40509,oryza marsya,suara adzan tidak muncul. pdahal sudah di update!!!,1,0
40514,Nanda Rosyadi,Kenapa semenjak di update gak ada notif jadwal sholat ya?,1,0
40518,Halimah Sa lda,"Yg lain nya ok,tpi untuk adzan nya tdk ada notifikasi /suara nya ,berkali"" sy cek dan download lg msh sama",3,1
40526,Nur Sulaiman,"Notifikasi Adzan beberapa hari ini tidak berfungsi, tolong segera diperbaiki.. Biar rating tidak turun.. ?? (sekarang jadi rating 3)  Komentar sebelumnya: (Rating 5) Free and very usefull, thanks.. ?? Semoga jadi ladang amal buat pencetus dan pembuatnya.. Aamiin.. ????",3,0
40539,Jelang Ramadhan Kharismawan Pribadi,"This app is good, doing well on its job. But why do it need a location and phone identity access?",2,1
40552,Nadia Mumtaza,Good..,3,1
40568,Asep Herbasuki,Nice apps,3,1
40583,Trisony Kurniawanto,notifikasi adzan di hp yg sdh lollipop samasekali tidak bersuara.....tolong bung andi unpam utk update lagi bugs ini.....sayang aplikasinya sdh begitu bagus hanya kekurangan hal kecil ini jadi alasan saya tdk merekomendasi aplikasi ini utk pengguna yg sudah ber os lollipop,1,1
40612,Vanda Kemala,Sudah dua hari suara adzannya nggak bunyi pas sudah jamnya. Kenapa ya?,2,0
40617,argan bagussukoco,Mohon koreksi keterangan turunnya surah. Mana yg madaniyah mana yg makkiyah. Hati2 dalam memberikan informasi. Syukron,2,0
40618,Bunk Boy,Setelah update notifikasi adzan tidak berfungsi.jellybean Android 4.2.1,3,0
40641,Brian Hernanda,Setelah beberapa update sistem menyebabkan penanda terakhir baca menjadi tidak akurat. Sering hilang jejak shg sangat mengganggu. Mohon perbaikan. Hal yang lain sudah bagus.,3,1
40648,R D,"Pemindahan audio yg terlalu lama k internal SD dan juga setelah selesai ga bisa open application. So, please fix this.",2,0
40661,Andriodev Channel,"Tolong perbaiki, arah Kiblat tidak smooth. Arah hp sudah diputar2, tapi penunjuk Kiblat tidak bergerak, padahal sudah berkali2 di putar angka 8.",3,0
40668,fauzan baihaqi,"Setelah update, semua audio murotalnya ilang semua dan harus download dari awal ini gimana ya?",2,0
40686,Aspalth 8,Mohon perbaiki masalah audionya pada qori Mishary Rashid. Karena suaranya hilang di awal. Jadi 2 huruf awal ayat seperti tidak terbaca,3,0
40704,master AOD,Taking too long to find coordinate from GPS. After that got nothing. The city is not set to new one.,3,0
40725,Rizka Harmawati,Good,3,1
